Timestamp,Source IP Address,Destination IP Address,Protocol,Packet Size (Bytes),Connection Duration (sec),Number of Packets,Attack Label
10/4/2020 14:50,204.170.123.73,89.116.162.142,ICMP,132,0.93,5,DDoS
7/27/2023 13:29,19.34.245.22,23.89.147.124,UDP,144,6.9,2,Intrusion
10/25/2021 12:56,170.237.167.105,155.135.221.143,TCP,1164,20.03,27,Malware
6/11/2020 3:27,151.154.36.32,114.107.157.114,UDP,1002,4.41,44,Intrusion
4/21/2021 7:18,162.176.50.94,126.17.46.104,TCP,307,27.58,4,Malware
3/30/2022 19:20,29.66.79.221,188.147.49.150,TCP,797,15.07,14,Malware
4/4/2021 9:59,81.229.147.40,157.114.90.98,ICMP,82,1.65,1,Malware
2/18/2020 8:35,95.226.104.167,97.69.29.140,TCP,68,14.34,2,Malware
1/28/2020 2:18,64.194.85.234,85.47.210.49,ICMP,1488,0.19,39,DDoS
1/11/2020 14:52,105.248.144.214,22.55.76.47,TCP,282,19.48,1,Intrusion
4/30/2021 1:41,31.54.148.58,15.185.106.141,TCP,955,10.22,11,Intrusion
6/10/2023 3:51,119.90.177.84,205.170.165.224,UDP,1350,8.77,47,DDoS
1/8/2020 18:35,40.161.122.240,186.3.122.110,ICMP,152,0.74,4,Intrusion
6/28/2021 4:26,138.102.194.50,221.237.200.54,ICMP,248,1.25,4,Intrusion
7/13/2020 19:40,147.244.8.44,188.46.123.8,ICMP,1456,0.98,27,DDoS
10/2/2022 23:05,95.181.158.254,85.28.23.10,UDP,1123,8.69,33,Malware
1/2/2023 12:31,179.161.154.79,177.92.7.246,ICMP,436,0.77,1,DDoS
5/6/2021 2:40,126.17.138.202,48.162.121.171,ICMP,1489,1.47,17,Malware
4/15/2022 13:05,132.52.174.97,150.186.196.7,TCP,1376,18.37,23,DDoS
7/30/2020 8:10,156.88.117.203,92.243.2.103,UDP,842,7.11,15,Intrusion
3/22/2022 5:00,81.137.201.156,89.39.254.232,TCP,674,15.87,13,DDoS
2/22/2021 11:14,118.198.3.17,22.131.91.110,ICMP,1377,1.53,41,Malware
6/28/2022 11:02,202.83.188.134,93.55.79.130,ICMP,968,1.8,14,DDoS
9/7/2021 15:48,204.68.104.49,146.168.79.223,UDP,613,7.16,12,Intrusion
1/1/2023 0:19,207.10.9.220,196.171.67.196,UDP,1497,1.65,46,Intrusion
1/26/2022 5:22,153.224.26.226,74.235.191.184,TCP,1482,21.67,18,Malware
11/4/2022 16:13,85.67.135.127,194.112.218.186,TCP,196,10.09,4,DDoS
6/3/2020 0:59,217.191.205.150,213.166.187.63,UDP,467,7.29,4,Malware
5/19/2023 12:16,164.141.78.89,117.143.133.243,TCP,1430,10.11,41,DDoS
6/26/2023 5:32,112.223.108.63,15.120.160.113,UDP,421,3.5,3,DDoS
9/7/2023 22:50,20.142.198.108,133.163.65.3,UDP,1374,7.06,25,Intrusion
7/26/2023 6:20,111.157.216.250,136.108.228.5,ICMP,1082,1.34,40,DDoS
9/12/2021 9:02,97.160.46.18,98.227.152.102,ICMP,1261,0.69,30,Malware
1/26/2021 17:32,109.161.207.226,213.155.110.245,TCP,1109,24.46,42,DDoS
4/23/2021 19:18,208.213.6.166,67.184.170.189,TCP,646,15.48,6,Malware
9/21/2021 15:29,107.226.98.176,170.179.66.50,TCP,1142,9.06,18,Intrusion
3/27/2021 12:19,186.66.146.142,162.172.205.126,ICMP,205,0.84,1,DDoS
10/25/2022 10:47,221.104.18.110,102.6.215.165,TCP,1343,19.99,40,DDoS
3/27/2021 7:05,166.36.48.245,148.198.135.90,ICMP,1321,1.4,30,DDoS
7/3/2022 10:11,195.81.71.84,184.148.74.72,UDP,479,5.54,4,Intrusion
7/21/2022 1:13,206.192.224.217,182.46.207.255,TCP,506,28.92,10,Intrusion
9/9/2023 12:08,64.42.58.96,138.152.62.246,UDP,451,1.72,4,Intrusion
8/15/2020 1:02,51.91.107.111,97.86.13.244,ICMP,1477,1.99,38,Intrusion
2/18/2023 10:56,153.84.29.54,94.182.15.166,TCP,632,15.94,8,DDoS
7/1/2020 8:45,38.136.199.41,76.179.0.206,UDP,732,9.84,15,Intrusion
1/17/2021 16:20,78.150.168.250,221.186.138.252,TCP,84,25.84,4,Intrusion
12/14/2022 12:52,143.229.170.160,93.3.155.201,ICMP,959,0.35,8,Intrusion
5/3/2020 18:35,65.9.177.148,10.134.255.149,ICMP,788,1.52,10,Malware
9/20/2022 0:48,74.228.119.178,149.27.171.239,ICMP,379,1.29,4,Malware
3/6/2020 8:19,122.23.46.212,167.69.93.218,ICMP,384,0.79,3,DDoS
1/12/2021 23:37,107.160.80.62,149.188.7.186,UDP,279,7.18,4,Malware
12/28/2022 4:21,214.59.144.181,148.142.255.156,UDP,350,7.85,3,Malware
10/13/2021 21:14,71.142.166.246,113.111.125.249,UDP,716,2.72,5,Malware
7/1/2020 18:16,32.218.211.34,163.46.104.91,TCP,1003,15.1,50,DDoS
12/28/2020 2:22,56.55.149.197,97.69.245.165,UDP,650,4.14,11,Malware
1/2/2022 3:05,47.198.30.150,25.186.196.162,TCP,1330,10.13,33,DDoS
4/10/2021 20:00,142.75.12.93,183.196.143.254,TCP,317,6.89,5,Intrusion
2/10/2020 12:12,69.153.182.192,179.124.1.120,TCP,516,9.52,6,Intrusion
9/6/2023 3:32,222.147.100.138,122.148.132.252,ICMP,1004,1.87,38,Malware
7/13/2021 19:32,185.22.186.183,181.51.58.215,TCP,1253,16.46,27,Intrusion
5/17/2023 19:43,108.253.32.44,64.32.142.36,UDP,997,8.04,13,DDoS
7/3/2022 10:14,215.123.37.241,90.149.162.199,ICMP,905,1.58,15,DDoS
3/7/2023 0:33,71.125.225.58,214.133.15.80,ICMP,878,0.54,11,Intrusion
3/17/2022 11:34,111.243.3.81,42.142.35.197,TCP,721,21.87,13,Intrusion
5/25/2023 23:13,82.14.42.166,205.96.57.65,UDP,737,1.01,9,Intrusion
12/15/2022 3:57,203.5.255.112,9.199.76.168,UDP,848,4.01,15,Malware
1/29/2021 10:10,75.10.28.126,141.241.209.136,UDP,752,6.15,13,DDoS
6/17/2021 12:01,10.121.162.104,90.225.122.172,ICMP,1258,1.32,30,Intrusion
8/13/2023 6:49,36.67.84.140,118.20.73.198,TCP,1114,8.98,39,Malware
2/22/2020 18:23,104.234.228.92,182.57.51.252,ICMP,1309,0.72,32,Intrusion
8/23/2020 23:36,125.255.97.216,166.3.102.22,ICMP,428,0.98,5,DDoS
5/2/2020 21:45,216.191.222.125,8.69.65.13,TCP,333,18.9,4,Intrusion
1/25/2022 4:12,141.150.16.215,25.68.156.39,TCP,387,5.3,4,DDoS
8/25/2020 3:04,198.15.54.19,46.53.137.43,ICMP,944,0.3,11,Malware
5/22/2023 13:20,90.237.40.56,103.172.207.212,ICMP,974,0.73,7,Malware
7/6/2020 15:04,51.124.215.41,204.2.84.254,UDP,1458,6.65,20,Malware
9/3/2020 13:02,186.66.36.139,56.153.93.73,TCP,380,26.81,3,Intrusion
10/6/2020 0:05,131.218.211.27,36.109.59.147,UDP,749,9.27,10,Malware
10/22/2020 22:03,185.95.174.192,160.46.122.191,UDP,906,1.52,10,Intrusion
5/7/2022 19:33,30.167.209.158,5.165.109.170,ICMP,1031,1.96,42,Intrusion
11/22/2020 20:11,86.20.176.248,152.100.28.226,TCP,1079,8.93,27,Intrusion
7/26/2022 4:06,163.145.248.25,106.180.86.131,ICMP,950,1.38,9,DDoS
5/2/2020 17:17,151.108.7.186,160.118.41.211,TCP,537,10.63,8,Intrusion
11/23/2020 21:24,122.85.37.74,217.118.48.98,ICMP,500,1.35,4,Malware
11/23/2021 4:17,60.196.206.78,42.23.47.127,UDP,1449,4.42,17,Malware
6/19/2020 22:58,53.108.103.61,122.221.226.147,TCP,266,13.61,1,DDoS
2/17/2022 15:48,82.226.164.160,181.120.112.140,TCP,1017,22.68,21,DDoS
3/24/2023 11:11,190.71.247.41,70.234.234.46,ICMP,716,0.56,14,DDoS
3/28/2022 18:19,109.20.84.232,130.16.21.197,TCP,491,20.64,1,Malware
7/26/2022 19:36,135.54.5.223,183.102.182.122,UDP,415,3.68,1,Malware
8/18/2021 17:18,220.157.174.143,188.142.16.160,ICMP,656,0.43,6,Intrusion
12/14/2021 13:29,172.105.109.28,158.60.156.97,TCP,594,16.37,7,Malware
1/3/2020 18:58,70.35.159.11,212.252.99.39,UDP,1414,2,44,DDoS
5/11/2023 23:03,109.129.47.218,208.224.86.68,ICMP,103,1.29,3,Intrusion
5/15/2023 10:51,37.227.35.64,42.191.37.15,TCP,103,20.24,3,Malware
11/5/2021 16:20,112.165.240.223,185.95.65.92,ICMP,1068,0.53,31,Intrusion
11/29/2020 14:34,44.185.235.100,99.28.205.230,ICMP,1359,1.2,41,DDoS
7/18/2020 23:48,178.3.231.203,213.215.126.224,TCP,615,6.48,14,Malware
5/14/2021 19:42,78.204.238.232,114.151.162.89,ICMP,1127,0.6,18,Malware
6/18/2020 15:11,193.134.99.178,210.151.67.80,TCP,989,10.87,6,DDoS
7/23/2020 15:59,179.125.218.64,181.18.2.195,UDP,1433,3.6,30,Malware
12/30/2020 20:39,65.23.119.162,153.7.175.38,TCP,333,21.22,2,Intrusion
8/31/2022 8:54,88.205.220.61,193.188.101.77,ICMP,153,1.87,3,Malware
2/13/2021 7:21,9.135.165.218,79.76.167.24,TCP,1159,17.76,20,Malware
7/27/2021 9:28,73.216.67.199,212.222.243.55,ICMP,397,1.46,1,DDoS
2/25/2023 19:04,70.66.217.77,200.199.117.138,ICMP,147,0.6,5,Malware
11/1/2020 1:50,174.30.72.201,35.82.94.55,UDP,1276,4.88,48,Malware
11/13/2022 9:59,193.61.108.248,113.142.102.7,UDP,671,4.7,8,Malware
10/20/2022 2:03,34.118.121.112,112.194.255.138,ICMP,615,1.13,6,DDoS
6/17/2021 23:21,50.74.110.153,149.152.0.29,TCP,889,20.92,12,DDoS
7/26/2023 1:25,33.205.211.203,20.35.226.60,ICMP,1109,0.3,36,Intrusion
4/26/2022 23:45,46.104.198.194,147.24.165.97,UDP,1167,1.48,28,Intrusion
2/20/2022 11:48,137.234.56.26,126.53.6.162,TCP,1463,25.58,43,Malware
4/13/2020 23:57,4.129.33.243,103.53.177.14,ICMP,1279,1.98,20,Malware
10/10/2023 6:26,133.196.154.99,173.148.222.120,TCP,1111,18.17,28,Malware
6/10/2023 3:01,30.130.46.113,56.58.184.93,UDP,99,5.98,1,Malware
3/26/2021 19:25,93.183.241.107,108.90.46.185,ICMP,994,0.13,6,DDoS
3/19/2023 6:34,45.52.218.76,37.0.158.195,TCP,1392,18.32,46,Intrusion
4/16/2023 23:07,151.16.68.145,17.57.147.85,ICMP,444,1.66,5,DDoS
6/14/2020 21:09,72.247.79.51,49.128.0.138,UDP,174,5.66,4,Intrusion
7/20/2023 9:04,20.251.137.5,39.33.221.145,ICMP,948,0.88,8,Intrusion
11/4/2022 7:01,192.219.124.180,13.191.220.147,ICMP,1277,1.26,34,DDoS
11/2/2021 0:57,137.187.188.37,147.236.158.13,ICMP,921,0.36,8,Intrusion
5/29/2021 5:56,128.47.39.167,148.26.7.132,TCP,173,21.26,4,Intrusion
7/4/2022 19:05,82.202.159.56,48.217.101.48,TCP,83,20.52,5,Malware
10/14/2021 1:10,172.237.82.18,190.31.185.23,TCP,89,25.78,4,Malware
8/19/2022 18:00,19.231.171.174,145.0.229.227,ICMP,1115,1.41,19,DDoS
11/6/2020 23:06,118.23.13.28,72.181.97.228,UDP,760,1.11,6,DDoS
4/27/2021 23:55,106.9.168.49,208.225.163.23,TCP,593,21.63,5,Malware
8/29/2021 22:39,66.255.82.92,180.18.31.154,UDP,157,6.56,3,DDoS
1/10/2022 1:22,133.235.42.82,8.95.112.55,ICMP,1433,1.06,30,Intrusion
8/11/2023 4:29,5.112.30.17,89.74.40.232,ICMP,913,0.94,5,DDoS
7/18/2023 12:02,209.70.26.85,199.93.223.31,TCP,1495,22.29,18,Malware
1/6/2020 6:08,78.31.133.49,200.106.226.125,ICMP,463,0.69,4,DDoS
11/13/2021 6:42,148.20.58.229,190.70.100.70,UDP,1236,6.4,49,DDoS
2/2/2021 21:31,59.149.147.21,213.169.207.20,UDP,158,2.46,2,Intrusion
5/20/2022 16:15,189.157.148.89,128.160.141.61,UDP,1242,6.93,37,Intrusion
9/12/2020 11:30,67.140.161.90,2.135.20.124,UDP,1045,2.93,18,Intrusion
4/4/2023 11:41,148.95.46.31,83.125.60.234,UDP,1253,5.12,19,Intrusion
5/6/2023 4:56,6.49.51.253,92.80.185.115,TCP,326,24.49,3,Malware
10/4/2020 6:06,99.44.163.2,175.91.94.3,TCP,506,11.98,5,Malware
1/1/2020 14:32,185.231.47.97,162.161.205.227,UDP,1242,7.75,30,Intrusion
12/25/2021 16:31,176.68.237.190,68.237.191.68,ICMP,717,1.53,9,DDoS
8/1/2020 13:18,165.23.48.188,51.108.149.255,TCP,921,15.63,10,DDoS
5/7/2023 19:57,67.189.255.23,132.202.204.139,UDP,931,5.4,14,Malware
6/6/2021 7:11,156.116.75.213,37.201.201.125,TCP,1280,8.25,38,Intrusion
9/26/2021 11:23,211.41.231.112,65.116.135.192,TCP,469,22.54,1,Intrusion
8/4/2020 20:04,218.217.152.104,7.38.56.80,TCP,261,8.42,2,DDoS
4/3/2021 4:27,173.178.152.109,94.116.147.8,UDP,413,6.27,3,DDoS
5/7/2020 5:16,195.134.152.13,135.15.86.3,UDP,288,4.53,2,Intrusion
2/18/2020 2:38,223.216.165.134,130.75.125.26,ICMP,833,1.82,7,Malware
2/2/2022 22:22,213.159.156.53,121.251.208.128,UDP,1467,8.2,23,Intrusion
5/8/2020 17:11,132.49.108.253,53.138.129.248,TCP,1098,29.1,33,DDoS
5/30/2022 6:25,21.227.249.107,24.213.111.142,TCP,78,24.83,5,DDoS
6/10/2021 19:51,97.104.87.204,46.147.214.139,ICMP,751,0.15,13,Intrusion
7/12/2021 3:32,152.50.98.100,213.168.97.225,TCP,476,9.57,4,Malware
6/4/2021 18:04,113.185.192.34,141.167.162.163,UDP,1189,7.61,30,DDoS
2/25/2023 8:05,181.36.88.82,75.107.132.61,ICMP,524,1.79,11,DDoS
10/13/2021 21:20,117.26.64.212,222.40.189.153,UDP,853,6.86,13,DDoS
2/1/2021 9:50,215.163.162.221,23.223.105.236,UDP,815,6.63,7,Intrusion
5/20/2022 3:00,197.207.177.249,205.197.53.123,ICMP,1267,0.65,23,Intrusion
7/18/2023 12:18,93.102.133.0,76.32.242.134,UDP,653,5.92,15,Intrusion
6/3/2023 19:45,50.222.81.57,61.255.46.137,TCP,496,23.76,2,Intrusion
4/13/2022 15:09,36.144.136.48,92.110.10.244,UDP,1269,7.13,16,Intrusion
7/6/2023 18:24,75.114.116.108,220.53.53.116,TCP,384,28.24,5,DDoS
5/13/2020 9:25,152.152.36.76,79.47.170.222,TCP,1491,29.86,46,Intrusion
1/31/2020 10:14,87.152.82.22,151.187.191.82,UDP,1437,2.87,15,Malware
1/9/2020 18:45,122.212.81.108,123.186.183.64,ICMP,1430,1.3,42,DDoS
2/17/2023 12:56,86.66.147.156,181.90.215.221,ICMP,1223,1.3,36,Intrusion
5/6/2020 4:02,31.12.109.248,136.147.208.213,ICMP,436,1.05,4,Malware
5/2/2020 12:23,94.79.80.38,158.237.146.79,ICMP,723,1.25,15,Malware
8/9/2022 16:53,18.1.190.3,94.22.41.45,TCP,497,8.69,5,DDoS
3/2/2020 14:00,85.184.161.225,112.69.244.140,UDP,148,7.32,5,Malware
11/8/2021 0:16,97.213.26.114,96.61.42.84,ICMP,1276,1.9,28,Intrusion
3/22/2020 15:37,26.65.183.153,5.124.77.32,UDP,805,2.39,13,Malware
3/23/2021 0:48,216.198.13.148,199.222.93.252,UDP,908,6.07,5,DDoS
1/2/2022 19:53,11.230.11.253,110.207.136.167,UDP,888,3.33,15,Intrusion
5/13/2023 13:03,218.96.28.104,90.118.138.17,TCP,764,7.69,15,DDoS
6/8/2022 10:27,36.133.237.220,157.23.6.48,UDP,569,5.35,5,Intrusion
10/10/2020 19:59,63.225.51.75,162.254.187.249,TCP,1434,10.29,37,Intrusion
3/25/2023 11:14,91.74.251.171,25.22.18.11,UDP,819,9.26,13,Intrusion
1/27/2022 7:02,15.179.139.114,28.101.97.243,TCP,1110,15.72,33,DDoS
6/9/2023 16:15,147.132.160.232,50.50.47.33,ICMP,1231,1.62,42,DDoS
6/21/2022 20:54,222.208.27.143,206.128.245.6,UDP,456,1.67,1,Intrusion
4/8/2021 19:30,193.235.17.12,103.88.68.12,TCP,1169,12.85,41,Intrusion
9/3/2021 4:47,11.192.194.182,207.158.216.33,ICMP,333,1.38,2,Intrusion
4/1/2021 5:27,79.167.226.29,99.214.48.215,TCP,949,17.03,11,Malware
11/29/2020 7:44,83.88.51.183,154.36.19.30,ICMP,1369,1.92,49,Intrusion
5/13/2021 18:34,213.246.35.205,187.193.67.239,TCP,258,7.54,1,Intrusion
4/14/2022 18:48,162.127.211.23,19.232.83.148,UDP,754,7.58,5,DDoS
7/20/2021 2:24,6.94.12.20,109.182.89.189,UDP,1305,5.51,21,Malware
5/31/2021 16:01,190.252.102.98,45.144.18.107,UDP,778,5.46,15,Intrusion
3/15/2021 4:19,83.110.110.245,194.163.98.15,UDP,289,3.92,5,DDoS
10/12/2021 16:39,110.155.37.118,79.104.213.31,TCP,439,22.06,4,DDoS
4/25/2023 20:22,50.185.216.42,143.181.142.49,TCP,990,17.57,5,Malware
11/7/2021 13:32,138.102.96.40,99.17.102.188,TCP,581,18.81,15,Intrusion
5/11/2023 7:08,97.201.232.241,30.81.208.241,ICMP,359,1.8,4,Intrusion
9/10/2022 17:29,131.204.172.45,3.38.134.155,TCP,1450,24.33,32,DDoS
8/15/2022 4:24,68.168.214.143,153.233.191.231,TCP,1249,27.31,29,DDoS
10/14/2022 17:51,121.219.67.79,60.185.119.103,TCP,1105,28.26,28,Intrusion
5/12/2023 6:21,50.210.148.9,103.178.233.46,ICMP,364,0.25,1,DDoS
10/14/2020 9:24,103.133.254.169,64.67.127.236,UDP,1360,9.97,46,Malware
1/27/2021 22:20,15.235.215.222,169.185.138.110,UDP,278,8.55,4,DDoS
7/24/2021 21:46,91.52.222.217,128.247.16.4,UDP,174,1.01,4,DDoS
1/28/2022 10:36,87.125.241.72,9.17.44.196,TCP,441,29.48,5,Intrusion
12/8/2022 6:45,170.120.145.56,19.5.172.99,ICMP,863,1.64,10,Intrusion
6/2/2023 13:35,115.179.245.166,16.132.145.137,TCP,844,21.87,13,Intrusion
8/25/2020 20:58,79.32.12.42,182.188.251.234,UDP,847,8.1,8,Malware
9/15/2020 19:10,210.247.70.243,44.67.84.21,ICMP,242,1.59,2,DDoS
2/24/2022 21:20,131.113.101.161,167.64.143.45,TCP,618,7.41,9,Intrusion
5/11/2020 4:01,69.179.178.194,15.233.2.235,ICMP,409,0.29,4,Malware
4/27/2021 14:14,140.117.141.199,10.111.25.225,TCP,131,24.5,3,Intrusion
3/24/2021 2:51,90.157.246.75,219.60.41.177,ICMP,664,1.97,12,Intrusion
2/8/2023 1:43,71.195.114.42,6.135.164.158,UDP,526,9.84,7,DDoS
4/7/2020 23:44,150.125.71.201,199.20.74.136,UDP,278,7.84,5,Malware
2/26/2022 14:09,175.177.139.151,209.142.106.111,TCP,1261,27.92,45,Intrusion
1/20/2021 4:40,64.103.32.15,53.68.133.243,TCP,291,16.01,2,Intrusion
8/16/2022 1:36,120.201.144.167,109.94.45.125,ICMP,1391,0.99,36,Intrusion
2/20/2023 13:33,149.194.140.209,3.81.207.57,UDP,1253,8.84,26,DDoS
3/19/2023 18:22,19.3.142.155,92.254.1.168,UDP,452,7.74,3,Intrusion
5/2/2021 17:09,157.14.157.114,61.219.143.99,ICMP,978,1.28,15,Malware
9/26/2023 9:46,120.167.105.222,195.240.100.3,UDP,1068,6.11,16,Intrusion
6/4/2022 17:05,203.224.24.34,28.146.239.43,TCP,1439,19.16,42,Malware
2/12/2023 7:50,82.180.120.145,1.89.59.108,TCP,740,14,11,Intrusion
10/15/2022 7:30,75.15.10.199,203.193.235.91,TCP,962,7.08,12,DDoS
3/20/2022 7:34,113.215.7.163,189.20.208.84,UDP,891,9.93,5,Malware
9/30/2023 5:51,93.159.26.164,53.76.106.195,TCP,842,20.06,10,Malware
11/23/2021 7:45,94.224.67.123,48.6.211.50,ICMP,129,1.3,4,Intrusion
11/6/2022 23:00,67.246.105.62,93.66.100.45,UDP,276,6.32,3,DDoS
9/14/2020 12:46,66.93.213.4,130.94.236.110,ICMP,1465,1.76,29,Malware
5/4/2022 16:49,74.18.205.138,106.230.108.247,TCP,1122,28.91,35,Intrusion
5/20/2022 22:49,93.224.142.32,75.25.200.58,UDP,1093,7.77,47,Intrusion
1/15/2020 3:20,194.101.147.168,96.113.31.8,ICMP,333,1.61,3,Intrusion
7/15/2020 17:45,199.127.103.240,47.108.254.7,UDP,656,9.05,12,Intrusion
8/6/2021 23:32,205.200.248.61,172.113.7.133,TCP,1176,15.27,39,Malware
6/9/2021 14:31,102.28.43.118,181.66.98.87,TCP,611,6.71,10,Intrusion
8/24/2021 5:12,105.208.149.24,199.199.225.6,ICMP,1330,1.96,37,Malware
1/25/2023 9:43,193.181.53.148,70.75.119.101,UDP,649,8.46,5,DDoS
1/27/2022 7:38,69.201.22.245,112.158.1.127,TCP,388,9.94,5,Intrusion
9/2/2022 6:38,116.197.252.243,138.244.79.188,UDP,1463,9.95,45,DDoS
2/25/2020 23:13,209.34.136.194,176.10.120.168,TCP,749,7.51,5,DDoS
8/13/2023 15:05,216.220.88.108,49.132.105.193,TCP,78,18.8,3,Intrusion
2/17/2021 20:00,142.103.114.89,137.117.96.252,ICMP,220,0.93,4,Intrusion
3/21/2022 14:20,192.149.232.29,143.198.156.200,UDP,640,3.07,13,DDoS
1/2/2021 12:07,213.98.89.237,38.166.22.4,ICMP,835,0.42,7,Intrusion
6/26/2021 0:47,146.26.35.41,146.55.109.4,UDP,246,3.68,1,Malware
6/7/2021 3:55,120.224.255.172,113.135.10.229,ICMP,256,1.94,4,Malware
5/30/2021 12:00,187.162.79.221,198.165.78.162,UDP,1349,8.25,42,Malware
5/9/2023 21:09,170.98.168.137,89.193.27.42,UDP,896,8.07,11,DDoS
10/15/2021 16:38,149.235.116.5,19.247.214.124,ICMP,340,0.2,1,Intrusion
3/19/2023 17:36,134.111.220.42,56.231.105.194,TCP,702,17.03,9,DDoS
6/30/2023 22:16,106.78.222.135,159.160.232.120,ICMP,882,1.98,7,Intrusion
1/31/2020 1:27,168.236.128.202,42.38.21.105,TCP,1188,5.27,26,Intrusion
9/29/2023 22:33,46.217.249.53,23.115.237.136,ICMP,1098,0.6,33,Intrusion
3/30/2021 9:57,1.106.4.163,26.193.216.217,TCP,162,29.74,1,Intrusion
4/5/2023 10:15,20.125.243.198,9.66.89.132,ICMP,356,0.12,4,Intrusion
10/8/2023 9:58,108.235.207.90,105.202.145.217,UDP,844,2.13,15,Malware
2/6/2020 21:09,35.76.212.253,188.239.214.185,ICMP,677,1.7,11,Malware
6/27/2020 22:47,172.69.36.51,213.134.94.34,UDP,1189,1.34,22,DDoS
11/4/2020 8:15,201.249.152.110,78.131.52.240,ICMP,242,0.7,3,Intrusion
4/11/2022 5:41,22.97.78.99,90.19.103.8,UDP,627,1.86,7,Intrusion
1/30/2020 4:38,4.157.42.145,184.255.80.154,TCP,1179,27.05,21,DDoS
4/17/2021 3:39,201.84.244.85,99.132.156.243,UDP,933,1.38,14,Intrusion
9/10/2022 1:28,178.74.49.229,167.254.138.182,TCP,1140,23.42,32,DDoS
7/6/2022 15:33,78.157.169.117,155.155.41.145,TCP,895,25.01,12,Malware
11/12/2021 10:48,1.155.145.43,9.171.62.161,ICMP,926,1.55,6,Malware
8/22/2023 9:42,62.239.144.236,55.8.28.198,TCP,1093,13.6,50,Intrusion
4/12/2022 1:58,110.36.47.63,108.62.40.101,ICMP,1425,1.95,20,DDoS
11/1/2020 21:11,113.57.80.194,34.215.231.165,ICMP,586,1.36,5,DDoS
8/21/2020 7:15,157.162.16.214,13.213.19.75,ICMP,727,1.92,14,Malware
8/27/2023 14:36,174.123.199.49,109.222.73.133,UDP,773,8.17,5,Malware
7/12/2021 17:39,1.15.94.229,166.13.124.243,TCP,733,17.24,5,DDoS
9/2/2022 10:41,184.13.193.17,76.207.67.89,UDP,339,7.32,1,Intrusion
8/17/2021 1:18,30.145.88.166,187.103.229.111,UDP,809,1.92,10,DDoS
3/30/2020 13:53,77.214.225.151,109.161.116.195,UDP,1283,4.3,37,DDoS
11/30/2022 7:47,195.227.254.85,24.200.235.4,UDP,592,7.41,13,Malware
12/17/2020 2:09,160.58.197.247,22.131.182.0,TCP,1295,5.99,45,DDoS
1/17/2021 13:39,54.110.216.183,54.114.4.212,TCP,1432,26.92,45,Intrusion
7/22/2020 0:03,129.211.171.22,137.213.194.121,TCP,388,20.57,4,Malware
11/16/2020 2:49,188.203.134.190,123.143.39.197,TCP,1355,14.26,21,Malware
10/22/2021 11:04,123.167.32.215,190.211.224.229,TCP,278,11.32,2,Intrusion
9/16/2023 10:04,114.24.252.204,182.161.74.125,UDP,1227,5.09,37,DDoS
4/16/2021 1:43,217.234.2.121,217.113.124.50,UDP,1137,7.81,24,Malware
7/21/2020 16:17,120.82.135.125,144.132.92.202,ICMP,1382,1.79,32,DDoS
4/27/2023 23:39,149.113.187.231,119.0.102.137,UDP,518,9.34,5,Intrusion
1/18/2020 10:46,91.135.212.228,106.85.24.128,TCP,812,25.93,5,Malware
8/3/2023 5:40,67.125.182.217,33.67.248.164,UDP,1110,1.49,20,Malware
9/20/2021 23:59,87.0.61.244,187.209.196.123,ICMP,1073,1.25,22,DDoS
5/27/2022 23:42,204.249.156.92,34.154.20.175,TCP,947,11.54,5,Malware
3/9/2022 8:01,221.185.23.219,196.13.110.161,ICMP,1031,1.98,20,Malware
4/3/2023 8:05,113.6.15.200,132.208.114.234,TCP,904,19,11,DDoS
8/30/2021 0:17,165.124.189.178,204.205.131.139,UDP,1255,1.59,34,Malware
8/29/2023 20:25,219.193.62.240,53.144.202.120,TCP,877,16.01,8,Malware
2/22/2023 22:11,81.168.196.192,111.255.139.188,UDP,343,8.71,2,Intrusion
3/6/2020 20:32,72.82.101.61,10.64.238.133,TCP,135,22.33,5,Malware
1/14/2020 0:16,80.99.235.222,119.159.67.126,UDP,143,6.25,1,Malware
5/11/2022 17:45,77.248.139.96,133.118.69.149,TCP,1250,26.91,29,DDoS
6/26/2021 23:32,222.234.159.253,12.155.103.62,ICMP,1020,0.39,16,Intrusion
9/7/2021 5:38,221.103.233.102,156.158.119.91,ICMP,615,0.24,5,Intrusion
8/20/2021 5:01,141.81.103.30,135.206.137.29,TCP,1499,6.78,17,Intrusion
5/19/2020 9:18,196.23.190.77,184.195.106.249,UDP,1176,1.28,39,DDoS
4/18/2020 19:13,60.117.71.37,83.216.99.229,TCP,229,14.01,1,Malware
10/28/2021 4:02,117.79.79.243,176.173.83.54,TCP,776,16.58,12,Intrusion
7/14/2023 18:27,201.9.143.245,221.13.247.73,ICMP,723,0.92,14,Malware
12/11/2021 7:03,46.117.146.12,182.70.88.101,ICMP,958,1.57,9,Intrusion
5/25/2020 18:47,101.86.239.79,161.158.105.91,TCP,212,28.07,4,Intrusion
9/25/2021 23:11,105.218.215.187,79.132.229.134,TCP,441,13.37,1,Malware
11/20/2021 1:57,58.102.109.41,60.4.247.36,TCP,1128,8.88,49,Intrusion
4/17/2022 23:30,9.243.113.127,12.149.35.148,UDP,705,5.36,5,DDoS
6/27/2021 5:21,36.126.117.146,195.41.151.31,TCP,1500,27.73,34,DDoS
1/26/2020 7:56,223.132.71.46,159.20.147.41,TCP,683,16.68,11,Malware
